ID;Control;Caption1;Caption2;Drawing artist;Copyright;Author1;Author2;Author3;Author4;Year;Title;Journal;Volume;Field0;ControlPublication
34;Fig. 34 Hedyosmum mexicanum C.Cordem., Chloranthaceae;"A: rama con inflorescencias estaminadas; B: rama con inflorescencia pistilada; C: fruto (múltiple); D: estambres.";"A, D según V. M. Martínez s.n. [CMC00488] (LAGU); B según V. M. Martínez s.n. [CMC01022] (LAGU); C según V. M. Martínez s.n. [CMC00458] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
35;Fig. 35 Hirtella racemosa var. hexandra (Willd. ex Roem. & Schult.) Prance, Chrysobalanaceae;"A: rama con hojas e inflorescencias; B: flor; C: infrutescencia.";"A, B según A. Sermeño 2 [JBL00943] (LAGU); C según D. Martínez s.n. [ISF00049] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
36;Fig. 36 Clethra mexicana DC., Clethraceae;"A: rama con hojas e inflorescencias; B: flor; C: fruto; D: envés de hoja.";"A, B, D según J. M. Rosales 377 (LAGU); C según M. Sandoval & E. Sandoval s.n. [ISB00914] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
37;Fig. 37 Calophyllum brasiliense var. rekoi (Standl.) Standl., Clusiaceae;"A: rama con hojas e inflorescencias estaminadas; B: flor estaminada; C: fruto; D: venación de hoja.";"A, B, D según E. A. Montalvo & E. Arévalo 6368 (LAGU); C según M. Renderos & R. Villacorta 297 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
38;Fig. 38 Conocarpus erectus L., Combretaceae;"A: rama con hojas e inflorescencias; B: flor; C: fruto; D: lámina decurrente con glándulas.";"A, B, D según R. Villacorta 571(LAGU); C según J. C. González & R. Villacorta 134 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
39;Fig. 39 Cornus disciflora DC., Cornaceae;"A: rama con hojas e inflorescencias; B: flor; C: fruto.";"A, B según V. M. Martínez s.n. [CMC00507](LAGU); C según V. M. Martínez s.n. [CMC01071] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
40;Fig. 40 Weinmannia balbisiana Kunth, Cunoniaceae;"A: rama con hojas e inflorescencias; B: sección de inflorescencia; C: flor.";Dibujado según V. M. Martínez s.n. [CMC01029] (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
41;Fig. 41 Dichapetalum donnell-smithii Engl. var. donnell-smithii, Dichapetalaceae;"A: rama con hojas e inflorescencias; B: flor; C: envés de hoja, D: haz de hoja.";Dibujado según R. Villacorta 1198 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
42;Fig. 42 Dillenia indica L., Dilleniaceae;"A: sección de rama con hojas; B: fruto; C: envés de hoja.";A, C según J. Flores s.n. [RV-00039] (LAGU), B según muestra viva del Jardín Botánico La Laguna.;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
43;Fig. 43 Diospyros morenoi A.Pool, Ebenaceae;"A: rama con hojas; B: fruto; C: envés de hoja.";Dibujado según R. Villacorta & J. María 2199 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
44;Fig. 44 Sloanea terniflora (Sessé & Moc. ex DC.) Standl., Elaeocarpaceae;"A: rama con hojas y frutos; B: brote nuevo de rama con inflorescencias; C: flor; D: frutos.";"A según E. Sandoval & F. Chinchilla 226 (LAGU); B, C según M. Sandoval & E. Sandoval 248 (LAGU); D según R. Villacorta & M. L. Reyna de Aguilar 1227 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
45;Fig. 45 Gaultheria erecta Vent., Ericaceae;"A: rama con hojas e inflorescencias; B: flor; C: frutos; D: borde de hoja con puntitas engrosadas por glándulas.";"A, B, D según J. Monterrosa & al. 196 (LAGU); C según J. Monterrosa & al. 1006 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
46;Fig. 46 Erythroxylum rotundifolium Lunan, Erythroxylaceae;"A: rama con hojas, flores y botones; B: flor pistilada; C: flor estaminada; D: rama con frutos y hojas de brote joven; E: venación de hoja.";"A, B, C, E según E. Sandoval 1270 (LAGU); D según E. Sandoval & M. Sandoval 791 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
47;Fig. 47 Acalypha macrostachya Jacq., Euphorbiaceae;"A: sección de rama con hojas e inflorescencias femeninas; B: flor femenina; C: inflorescencia masculina; D: flor masculina; E: fruto.";"A, B según E. Sandoval & M. Sandoval s.n. [JBL01378] (LAGU); C, D según J. L. Linares 2526 [JBL04146] (LAGU); E según E. Sandoval & M. Sandoval 1128 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
48;Fig. 48 Quercus sapotifolia Liebm., Fagaceae;"A: rama con hojas y frutos; B: inflorescencia masculina; C: flor estaminada; D: fruto.";"A, B, C según E. Sandoval & M. Sandoval 986 (LAGU); D según L. E. Escobar & J. G. Sandoval s.n. [ISB00609] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
49;Fig. 49 Casearia commersoniana (Turcz.) Cambess., Flacourtiaceae;"A: rama con hojas e inflorescencias; B: flor; C: fruto.";"A, B según E. Sandoval & F. Chinchilla 355 (LAGU); C según F. Chinchilla & E. Sandoval s.n. [ISB00105] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
50;Fig. 50 Liquidambar styraciflua L., Hamamelidaceae;"A: rama con hojas y fruto; B: rama con inflorescencias masculinas y una femenina; C: flores estaminadas; D: flores pistiladas.";"A según V. M. Martínez s.n. [CMC00454] (LAGU); B, C, D según D. Angulo s.n. [JBL04749] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
51;Fig. 51 Gyrocarpus jatrophifolius Domin, Hernandiaceae;"A: hoja; B: rama con inflorescencias; C: flor; D: frutos.";"A, B, C según V. M. Martínez s.n. [CMC00447] (LAGU); D según W. Berendsohn & R. Cruz 476 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
52;Fig. 52 Semialarium mexicanum (Miers) Mennega, Hippocrateaceae;"A: rama con hojas e inflorescencias en botones; B: flor; C: fruto; D: semilla.";"A, B según J. M. Rosales 272 (LAGU); C, D según J. Monterrosa & al. 1076 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
53;Fig. 53 Wigandia urens (Ruiz & Pav.) Kunth, Hydrophyllaceae;"A: rama con hojas e inflorescencia; B: flor; C: fruto; D: envés de hoja; E: tricomas glandulares (en tallos y pedúnculos).";"A, B, D, E según V. M. Martínez s.n. [CMC00365] (LAGU); C según M. Smeets & M. G. Mancia MART 148 [MAG00148] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
54;Fig. 54 Calatola laevigata Standl., Icacinaceae;"A: rama con hojas e inflorescencias; B: sección de inflorescencia; C: flor; D: fruto.";Dibujado según D. Witsberger 718 (MHES).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
55;Fig. 55 Juglans olanchana Standl. & L.O.Williams, Juglandaceae;"A: rama con hojas e inflorescencia femenina (en brote nuevo) e inflorescencias masculinas (en axila de rama vieja); B: flor estaminada; C: flor pistilada; D: fruto.";"A, B según M. Renderos & al. 460 (LAGU); C, D según R. Cruz 143 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
56;Fig. 56 Nectandra martinicensis Mez, Lauraceae;"A: rama con hojas e inflorescencia; B: flor; C: fruto.";"A, B según R. Cruz 60 (LAGU); C según J. Vicente & R. Cruz s.n. [WB-01116] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
57;Fig. 57 Couroupita guianensis Aubl., Lecythidaceae;"A: hoja; B: inflorescencia con flor y botones; C: flor; D: fruto.";"A, B, C según W. Berendsohn 344 (LAGU); D según foto de un árbol vivo en el Plan de La Laguna (HARISA).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
58;Fig. 58 Amherstia nobilis Wall., Leguminosae-Caesalpinioideae;"A: hojas; B: inflorescencia.";Dibujado según W. Berendsohn & B. Pfeiffer-Berendsohn 97 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
59;Fig. 59 Bauhinia cookii Rose, Leguminosae-Caesalpinioideae;"A: rama con hojas; B: inflorescencia; C: flor; D: frutos.";Dibujado según M. Sandoval & E. Sandoval 187 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2009.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2009;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 1: Angiospermae - Familias A-L;Englera;29(1);1-438;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2009: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 1: Angiospermae - Familias A-L. Englera 29(1): 1-438.
